,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,売りたい家の数,9,買いたい家の数,11,
,売れた家の数,9,買えた家の数,9,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Nixson,Adams,2000,309801,3,4
,Ford,Fillmore,2000,115201,3,6
,Carter,Grant,2000,302401,1,1
,Madison,Clinton,2500,26401,3,9
,Polk,Jackson,2000,336001,1,1
,Pierce,Clinton,3500,309801,1,9
,Garfield,Jefferson,4000,33801,2,7
,Arthur,Mckinley,1500,309801,2,3
,Cleveland,Kennedy,3000,33801,3,8
,総取引における距離の平均,2500.0,合算地,22500,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,10,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Clinton,Harrison,2500,348001,1,1
,Adams,Polk,2000,232701,1,3
,Jefferson,Carter,1000,45801,5,6
,Fillmore,Obama,1000,168001,3,4
,Taylor,Madison,1500,264801,1,2
,Grant,Ford,2500,74800,1,5
,総取引における距離の平均,1750.0,合算地,10500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,7,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Taylor,2500,245001,1,3
,Reagan,Tyler,2000,69801,5,5
,Taft,Truman,2000,193301,1,4
,Hoover,Monroe,1500,257501,1,2
,Obama,Nixson,1000,45800,6,6
,Harrison,Buchanan,2500,309801,1,1
,総取引における距離の平均,1916.0,合算地,11500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,8,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Truman,Jackson,2500,257501,2,2
,Monroe,Lincoln,500,108001,2,4
,Buchanan,Washington,1500,247901,3,3
,総取引における距離の平均,1500.0,合算地,4500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,8,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Bush,Hoover,1000,108001,4,4
,Washington,Hayes,3000,97001,4,5
,Jackson,Reagan,2500,198000,1,1
,Tyler,Mckinley,2000,312801,1,1
,Lincoln,Taft,2500,108001,2,3
,総取引における距離の平均,2200.0,合算地,11000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,11,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Hayes,Buren,1500,218701,2,3
,Arthur,Madison,3000,309800,1,1
,Cleveland,Pierce,3500,33801,2,4
,総取引における距離の平均,2666.0,合算地,8000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,10,買いたい家の数,10,
,売れた家の数,10,買えた家の数,10,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Roosevelt,Bush,1000,108001,1,7
,Carter,Ford,500,302401,1,5
,Clinton,Jefferson,3000,348001,1,1
,Coolidge,Cleveland,1000,74801,5,9
,Adams,Taylor,2500,232701,1,6
,Madison,Kennedy,2500,26401,1,10
,Polk,Cleveland,1500,336001,1,9
,Buren,Johnson,3500,94400,4,8
,Pierce,Arthur,4000,309801,2,3
,Mckinley,Garfield,2000,302401,3,4
,総取引における距離の平均,2150.0,合算地,21500,何番目に好きな人に売れたの平均,6.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,9,買いたい家の数,10,
,売れた家の数,9,買えた家の数,9,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Kennedy,Roosevelt,1500,94401,4,5
,Nixson,Polk,1000,309801,1,1
,Hoover,Taft,500,257501,1,3
,Ford,Adams,1000,115201,2,4
,Obama,Johnson,2000,45800,6,7
,Jefferson,Carter,1000,45801,1,6
,Taylor,Fillmore,3500,264801,1,2
,Garfield,Clinton,1000,33801,1,8
,Cleveland,Coolidge,1000,33801,6,9
,総取引における距離の平均,1388.0,合算地,12500,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,5,買いたい家の数,7,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Reagan,Truman,1000,69801,2,5
,Taft,Harrison,2500,193301,1,1
,Fillmore,Obama,1000,168001,2,3
,Buchanan,Hoover,1500,247901,1,1
,Grant,Nixson,3500,74800,3,4
,総取引における距離の平均,1900.0,合算地,9500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,7,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Buchanan,3500,245000,3,3
,Truman,Lincoln,2500,257501,2,2
,Harrison,Grant,1500,309801,1,1
,総取引における距離の平均,2500.0,合算地,7500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,4,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Monroe,Hayes,1500,2,2,3
,Jackson,Washington,2000,2,2,2
,総取引における距離の平均,1750.0,合算地,3500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,6,買いたい家の数,10,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Washington,Mckinley,2500,2,1,1
,Madison,Coolidge,1500,2,5,4
,Tyler,Reagan,2000,2,6,5
,Pierce,Monroe,1500,2,3,6
,Lincoln,Arthur,3000,2,2,1
,Hayes,Jackson,1000,2,3,3
,総取引における距離の平均,1916.0,合算地,11500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,3.0
