,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,Buren,Eisenhower,3000,94400,1,5
,Hayes,Pierce,2000,218701,1,3
,Cleveland,Carter,2000,33801,7,9
,Mckinley,Arthur,1500,302401,1,2
,総取引における距離の平均,1777.0,合算地,16000,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,14,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Ford,Adams,1000,115200,1,5
,Carter,Polk,2500,302401,3,3
,Madison,Jefferson,500,26401,3,7
,Taylor,Monroe,2000,264801,3,4
,Pierce,Buren,2500,309801,1,1
,Grant,Washington,2500,74801,1,6
,Arthur,Fillmore,1000,309801,2,1
,総取引における距離の平均,1714.0,合算地,12000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,9,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Adams,Coolidge,500,232701,2,2
,Monroe,Obama,1500,108001,2,4
,Polk,Taylor,4500,336001,1,1
,Fillmore,Clinton,1500,168000,1,3
,総取引における距離の平均,2000.0,合算地,8000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,5,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Reagan,1500,245001,1,3
,Eisenhower,Bush,500,158801,4,4
,Hoover,Truman,1500,257501,2,2
,Obama,Kennedy,1500,45800,4,5
,Harrison,Jackson,1000,309801,1,1
,総取引における距離の平均,1200.0,合算地,6000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,10,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,17,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Eisenhower,Hayes,4500,158801,1,5
,Kennedy,Grant,4000,94401,2,5
,Roosevelt,Lincoln,3000,108001,2,1
,Carter,Harrison,1500,302401,1,2
,Clinton,Taylor,4000,348000,1,1
,総取引における距離の平均,3400.0,合算地,17000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,16,買いたい家の数,12,
,売れた家の数,12,買えた家の数,12,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Hoover,Clinton,1500,257501,2,5
,Truman,Pierce,1500,257501,3,5
,Coolidge,Monroe,1000,74801,1,10
,Washington,Ford,1000,97001,1,9
,Taylor,Tyler,4000,264801,2,7
,Lincoln,Fillmore,2000,108001,1,8
,Grant,Buren,1000,74801,1,10
,Cleveland,Garfield,1000,33801,1,12
,Mckinley,Carter,2000,302401,2,2
,総取引における距離の平均,1666.0,合算地,15000,何番目に好きな人に売れたの平均,7.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,12,買いたい家の数,17,
,売れた家の数,12,買えた家の数,12,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Jefferson,Cleveland,3000,45801,1,11
,Monroe,Washington,1500,108001,1,9
,Jackson,Taft,2500,198001,7,7
,Polk,Hoover,2000,336001,1,8
,Tyler,Mckinley,2000,312801,2,1
,Fillmore,Hoover,1000,168001,7,8
,Buren,Coolidge,1000,94401,2,10
,Pierce,Arthur,4000,309801,3,3
,Buchanan,Johnson,3500,247900,1,5
,Hayes,Eisenhower,4500,218701,6,6
,Garfield,Kennedy,2000,33801,2,12
,Harrison,Truman,2500,309801,4,4
,総取引における距離の平均,2458.0,合算地,29500,何番目に好きな人に売れたの平均,7.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,6,買いたい家の数,8,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Taft,Adams,1500,193301,3,3
,Hoover,Polk,2000,257501,1,2
,Ford,Jackson,2000,115201,1,4
,Obama,Jefferson,2500,45801,1,5
,Madison,Roosevelt,2000,26400,2,6
,Arthur,Buchanan,3500,309801,1,1
,総取引における距離の平均,2250.0,合算地,13500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,3,買いたい家の数,4,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Bush,Reagan,500,108000,1,3
,Nixson,Madison,2000,309801,1,1
,Adams,Obama,1000,232701,2,2
,総取引における距離の平均,1166.0,合算地,3500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,3,買いたい家の数,5,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Roosevelt,Bush,1000,108000,1,2
,Reagan,Nixson,1500,69801,2,3
,Clinton,Carter,2000,348001,1,1
,総取引における距離の平均,1500.0,合算地,4500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,11,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Grant,4500,245001,2,3
,Carter,Cleveland,2000,302401,1,1
,Mckinley,Lincoln,1500,302401,1,2
,総取引における距離の平均,2666.0,合算地,8000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,13,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Eisenhower,Buchanan,3000,158801,1,1
,Coolidge,Harrison,1500,74801,4,4
,Jefferson,Pierce,500,45801,4,5
,Lincoln,Jackson,1000,108000,1,2
,Grant,Mckinley,1000,74801,1,1
,Garfield,Tyler,1000,33801,7,7
,Cleveland,Fillmore,500,33801,5,6
,総取引における距離の平均,1214.0,合算地,8500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,14,買いたい家の数,12,
,売れた家の数,12,買えた家の数,12,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Taft,Coolidge,1000,193301,6,9
,Ford,Roosevelt,1000,115200,9,11
,Washington,Monroe,1500,97001,1,12
,Jackson,Jefferson,1500,198001,2,8
,Polk,Coolidge,1500,336001,1,9
,Tyler,Hoover,1500,312801,1,1
,Fillmore,Clinton,1500,168001,3,10
,Taylor,Madison,1500,264801,3,5
,Pierce,Arthur,4000,309801,2,3
,Buchanan,Truman,2000,247901,4,6
,Hayes,Buren,1500,218701,3,7
,Harrison,Garfield,1500,309801,3,4
,総取引における距離の平均,1666.0,合算地,20000,何番目に好きな人に売れたの平均,7.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,10,買いたい家の数,8,
,売れた家の数,8,買えた家の数,8,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Nixson,Adams,2000,309801,1,2
,Hoover,Taylor,2500,257501,2,3
,Truman,Polk,3500,257501,3,1
,Coolidge,Taft,1000,74800,4,7
,Madison,Obama,2000,26401,3,8
,Monroe,Washington,1500,108001,4,5
,Buren,Ford,1500,94401,3,6
,Arthur,Hayes,2000,309801,1,1
,総取引における距離の平均,2000.0,合算地,16000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,3,買いたい家の数,4,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Reagan,Eisenhower,1000,69800,1,2
,Obama,Kennedy,1500,45801,1,3
,Adams,Nixson,2000,232701,1,1
,総取引における距離の平均,1500.0,合算地,4500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,4,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Kennedy,Carter,2000,94400,2,2
,Bush,Clinton,1500,108001,1,1
,総取引における距離の平均,1750.0,合算地,3500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,8,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Carter,Garfield,3000,302401,2,2
,Clinton,Mckinley,3000,348001,1,3
,総取引における距離の平均,3000.0,合算地,6000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,9,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Washington,2000,245001,2,4
,Ford,Taft,1500,115201,1,5
,Jefferson,Buchanan,1000,45801,1,6
,Polk,Fillmore,1000,336001,1,1
,Taylor,Reagan,2000,264800,2,3
,Garfield,Jackson,2500,33801,4,7
,Mckinley,Harrison,500,302401,1,2
,総取引における距離の平均,1500.0,合算地,10500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,15,買いたい家の数,11,
,売れた家の数,11,買えた家の数,11,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Roosevelt,Ford,1000,108000,1,7
,Taft,Pierce,2500,193301,4,4
,Washington,Tyler,3500,97001,2,8
,Madison,Monroe,500,26401,2,11
,Jackson,Hayes,1000,198001,3,3
,Fillmore,Taylor,3500,168001,5,5
,Buren,Polk,1500,94401,1,9
,Buchanan,Arthur,3500,247901,2,2
,Lincoln,Coolidge,1500,108001,4,6
,Grant,Cleveland,2000,74801,5,10
,総取引における距離の平均,2050.0,合算地,20500,何番目に好きな人に売れたの平均,6.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,12,買いたい家の数,11,
,売れた家の数,11,買えた家の数,11,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Reagan,Grant,3000,69801,2,1
,Hoover,Buren,1500,257501,1,3
,Truman,Jefferson,1000,257501,3,6
,Coolidge,Eisenhower,2000,74800,6,9
,Monroe,Bush,2500,108001,3,8
,Tyler,Grant,2000,312801,1,1
,Pierce,Lincoln,1000,309801,2,2
,Hayes,Adams,2000,218701,6,7
,Arthur,Buren,1500,309801,3,3
,Cleveland,Obama,1500,33801,8,11
,Harrison,Madison,2000,309801,4,4
,総取引における距離の平均,1818.0,合算地,20000,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,8,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Eisenhower,Hoover,1500,158801,2,2
,Obama,Truman,2500,45801,2,5
,Adams,Truman,1500,232701,1,5
,Buren,Reagan,2000,94401,2,3
,Grant,Nixson,3500,74801,4,4
,総取引における距離の平均,2200.0,合算地,11000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,4,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Nixson,Carter,1500,309801,1,1
,Truman,Roosevelt,500,257500,2,2
,総取引における距離の平均,1000.0,合算地,2000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,5,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Ford,Jefferson,500,1,3,3
,Carter,Mckinley,2000,2,1,1
,Garfield,Taylor,5000,2,2,2
,総取引における距離の平均,2500.0,合算地,7500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,8,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Kennedy,Garfield,2000,2,1,5
,Washington,Ford,1000,2,3,6
,Jefferson,Buchanan,1000,2,2,2
,Fillmore,Garfield,1500,2,3,5
,Taylor,Polk,4500,2,3,3
,Mckinley,Jackson,500,2,4,4
,総取引における距離の平均,1750.0,合算地,10500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,2.0
